id,name,size,subcategory_id
6b937c39-44ea-497e-9b54-0aaef77220f9,كوع لحام 90 درجة ذكر 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
e3fd4fc3-0ea2-4a4d-a92b-dda1bf025798,كوع لحام طويل 90 درجة 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
6626ce14-4642-4200-9555-1c4f11f21615,كوع لحام طويل 90 درجة 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c1386076-53d7-409a-a5e2-39bfb92f26bf,كوع لحام طويل 90 درجة 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
f8541612-a289-4043-97d3-630354879a69,كوع لحام طويل 90 درجة 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
47e90930-4ed2-496d-8422-fee6d5659ab5,كوع مزدوج 1/2 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2e81168b-4883-44f9-97d3-b9e937b36aed,كوع مزدوج بسن داخلي 1/2 × 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b20d4751-83e0-43f0-adb7-b60a932f8bd4,محبس بلية 2 لاكور 110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
bcc211b7-1f8f-47f1-83cf-8e7cc45d98c5,محبس بلية 2 لاكور 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
f16ad2e8-680b-4a60-bd9f-77d929b6ce95,محبس بلية 2 لاكور 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
52054644-e957-4892-b199-dd6d3c7c570e,محبس بلية 2 لاكور 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
70177cb9-4e6b-41aa-9bca-7ad0cec4016c,محبس بلية 2 لاكور 32 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
70a08449-543e-469e-855d-b56ce801f7ef,محبس بلية 2 لاكور 40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2d34f56d-a6ec-4a05-983e-ef8c93f5c22d,محبس بلية 2 لاكور 40 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
de23b0f6-1647-401b-b855-2ab146a906ee,محبس بلية 2 لاكور 50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
21f35582-49b5-47a7-8802-aaffe4d324c0,محبس بلية 2 لاكور 50 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
f25d5568-17fa-42bb-9065-04afeb8f615b,محبس بلية 2 لاكور 63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
357a18fc-4fa7-40be-a59a-56a64eeef984,محبس بلية 2 لاكور 63 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
222d883a-e08e-4c56-875f-0c5c1d4ff9a2,محبس بلية 2 لاكور 75 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
124e94d4-aaf3-4856-b45d-37401a6e6bc9,محبس بلية 2 لاكور 90 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
606609b8-7a69-4871-87eb-881ffffef754,محبس دفن 3/4 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2c2493c3-eb82-4b6d-9cd8-6d7f71c5dd7e,محبس دفن إيليت 3/4 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a0adfbc2-7621-495c-abf8-da3c26736e7e,محبس طارة أخضر 3/4 بوصة,3/4,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a47d4acf-52f9-4773-8822-70f4a4871694,محبس واي بيد طارة خضراء بسوكت 1/2 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
69efce05-bc5b-493d-9a25-7c792315097d,محبس واي بيد طارة خضراء بسوكت 3/4 × 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
1b7c2f6a-98e7-4a64-8615-cb239428db12,محبس واي بيد طارة خضراء بسوكت 3/4 × 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3f6d46bc-dea7-474a-b272-768880a0abde,مسلوب لحام 110/160 مم B,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a53b6524-8536-4d41-8ebe-67d99b268c63,مسلوب لحام 20/25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4bb6e294-ccbd-4b08-8f0a-8ee65bd16988,مسلوب لحام 20/32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7b9b79ac-3e67-497b-a032-0c14aa057587,مسلوب لحام 20/32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
09ce5388-6579-4ddd-906b-cc6f35a1ac42,مسلوب لحام 20/40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
5b229aea-72d5-4a67-9224-7e88d6515346,مسلوب لحام 20/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7fea9135-a449-44e9-9acf-944ab64cf978,مسلوب لحام 20/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
980300a8-0dee-4a2e-ba89-2054b225a5c7,مسلوب لحام 25/32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
9d653053-33f3-4b22-aa43-c20eb41a445d,مسلوب لحام 25/32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a52b8985-b5dd-4820-8f16-d7cbe7f6d7ea,مسلوب لحام 25/40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3e98f099-23a7-4441-bc42-2ae0217c43fe,مسلوب لحام 25/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
221cc64c-589e-4edd-bf4b-c67e3858a0b5,مسلوب لحام 25/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b7bdd4ae-086e-4a56-8864-8328b818ddf7,مسلوب لحام 32/40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
ec86046a-3618-4be7-87c7-5f97b13d718b,مسلوب لحام 32/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c3e1dd8c-70b7-4aad-b640-3567797100d7,مسلوب لحام 32/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c0f79a5a-df83-4d67-974f-080cf54c60a6,مسلوب لحام 32/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d088f619-871d-4041-964c-ffd7b30a67f5,مسلوب لحام 40/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
58a235a4-15cb-40c1-98eb-6cc83d1eb0a0,مسلوب لحام 40/50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
12637452-3646-4f90-93ec-366d55d7a174,مسلوب لحام 40/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
426c1b0e-7b96-4fec-a234-2190f8417f82,مسلوب لحام 50/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
f000a265-50ca-4209-ac90-f18e9d55cebe,مسلوب لحام 50/63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
ffec402c-f2e4-4098-ac4b-ba98e1509831,مسلوب لحام 50/75 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
576d13e0-47f6-4ae5-9412-410cf7fc45a5,مسلوب لحام 63/110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a9980247-8e8e-48c9-ac97-8ef34c7125ad,مسلوب لحام 63/75 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
76354ac8-baa4-474c-b191-8ead91603321,مسلوب لحام 63/90 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
5278480d-2806-4a01-99c1-2b94ed49a8ab,مسلوب لحام 75/110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b89e6228-8e76-4304-a4ad-4ec5db30a0ac,مسلوب لحام 75/90 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3c4be137-db3d-43bc-89b5-13df106a500e,مسلوب لحام 90/110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
8ed0856d-3e5c-4da5-b835-cef9e16f9dde,مم 50 مانع ارتداد بﻼكور,مانع,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
99cbf108-5581-4813-92ab-12c5417ed392,مم 63 فﻼنشة لحام,لحام,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b5d4089e-7144-4f31-96f2-271428efeaae,مم 75 فﻼنشة لحام,لحام,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cc03a7c0-72ff-4f1a-ac22-78f48da07df5,مم 90 فﻼنشة لحام,لحام,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cb6939ad-ef07-4259-b080-45309d939c2e,مواسير ألومنيوم PPR SDR6 PN20 م 4 مم 20 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3602668d-4271-4bae-be73-348862fe89d7,مواسير ألومنيوم PPR SDR6 PN20 م 4 مم 25 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
0b2e4542-da62-48e4-a49c-72a802b1bd8b,مواسير ألومنيوم PPR SDR6 PN20 م 4 مم 32 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
69fbfbb7-d75e-4432-a100-a0150313d770,مواسير ألومنيوم PPR SDR6 PN20 م 4 مم 50 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
1699196a-6547-49cd-927c-19586deae5ab,مواسير ألومنيوم PPR SDR6 PN20 م 4 مم 63 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
33942dad-7f40-4ae9-ac2e-a21005bc4c84,مواسير ألومنيوم PPR SDR7.4PN16 م 4 مم 25 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d7d2fda8-3eac-4970-8354-e1f0ad0c7ac7,مواسير ألومنيوم PPR SDR7.4PN16 م 4 مم 32 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
59a98ab6-b980-4e94-940c-63d19d94a566,مواسير فايبر PPR SDR6 PN20 مم 110 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3ec24185-65ba-4641-b7c8-4834cf06e1c5,مواسير فايبر PPR SDR6 PN20 مم 20 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c23ec60e-4718-4a6e-9223-2b5821551c8d,مواسير فايبر PPR SDR6 PN20 مم 25 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d75a4d26-26f0-4855-83f5-ce8067935e6b,مواسير فايبر PPR SDR6 PN20 مم 32 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7f59e84a-5bae-4618-a32e-ebd09ce68040,مواسير فايبر PPR SDR6 PN20 مم 40 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
46682859-d782-4222-a05f-c6ca0c381b62,مواسير فايبر PPR SDR6 PN20 مم 50 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4885e2c7-438d-4bf3-86b0-33b3e1175c9b,مواسير فايبر PPR SDR6 PN20 مم 63 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
17f3c4ea-9fd0-40f0-90da-a399366693b0,مواسير فايبر PPR SDR6 PN20 مم 75 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
0f7ffd46-7cff-4c16-bb18-9e48a5bcd6fe,مواسير فايبر PPR SDR6 PN20 مم 90 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4eea6389-4ccd-4c54-915c-635738b73889,مواسير فايبر PPR SDR7.4 PN16 مم 110 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
eb7a4191-6267-42df-ae0e-55414397ad03,مواسير فايبر PPR SDR7.4 PN16 مم 20 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
9e83d5dd-993f-44c5-87f5-d1e6513bccd9,مواسير فايبر PPR SDR7.4 PN16 مم 25 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
14bb2972-bd2e-4963-a0df-1393176d8ce9,مواسير فايبر PPR SDR7.4 PN16 مم 32 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
5b46e7ae-c6e5-464f-9613-9255599b32d1,مواسير فايبر PPR SDR7.4 PN16 مم 40 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
8495ab2b-7843-4e10-8dd9-f568468fa969,مواسير فايبر PPR SDR7.4 PN16 مم 50 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7b657751-6dc5-461c-8620-f5804bddf770,مواسير فايبر PPR SDR7.4 PN16 مم 63 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2a009a20-dd2e-41a3-86af-58078b57febf,مواسير فايبر PPR SDR7.4 PN16 مم 75 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
6b019ee5-bcd8-40b0-94a2-48b74b5f8be2,مواسير فايبر PPR SDR7.4 PN16 مم 90 أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cdb3b361-b699-4b41-9fc6-d3cbd7f2e2e7,مواسير لحام PPR SDR11 PN10 م 4 مم 110,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
17d09f58-8983-44b3-87ac-b727281f2ab6,مواسير لحام PPR SDR11 PN10 م 4 مم 160,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
342714b5-a099-40ee-ba9b-7a2c3c6928bc,مواسير لحام PPR SDR11 PN10 م 4 مم 32,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
5c15c2c9-1fb6-4181-9aca-94e9e3d12805,مواسير لحام PPR SDR11 PN10 م 4 مم 50,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
072a3681-e576-4266-a876-61c6fe523356,مواسير لحام PPR SDR11 PN10 م 4 مم 63,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a70ae2bd-1daf-45a6-89f1-b4cbb5bee57b,مواسير لحام PPR SDR11 PN10 م 4 مم 75,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7d0a56f3-bd6d-498b-bc2e-91b471e5dab2,مواسير لحام PPR SDR11 PN10 م 4 مم 90,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cfb42948-11dc-4e78-afae-1d93926ec28a,مواسير لحام PPR SDR6 PN20 م 4 مم 110,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
6eb2e841-d758-4ba2-aef2-6d1007cfb5c6,مواسير لحام PPR SDR6 PN20 م 4 مم 160,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
601dedd2-6b7b-4118-8482-84645db4f196,مواسير لحام PPR SDR6 PN20 م 4 مم 20,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7f14d482-b58a-445c-b761-b9dca3237fb8,مواسير لحام PPR SDR6 PN20 م 4 مم 25,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a20584c6-f973-4aba-9c26-cc0f32c43ff7,مواسير لحام PPR SDR6 PN20 م 4 مم 32,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
eb59d9fc-ada7-4817-94fd-3d83e3e7e6f9,مواسير لحام PPR SDR6 PN20 م 4 مم 40,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
eaf465e3-3a8a-436e-a48d-a9762c8fe224,مواسير لحام PPR SDR6 PN20 م 4 مم 50,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
ec6a02e2-7df0-4e0c-9eda-3790ddcb2080,مواسير لحام PPR SDR6 PN20 م 4 مم 63,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2548f265-2e27-4292-9638-ce1ca9ba5da3,مواسير لحام PPR SDR6 PN20 م 4 مم 75,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
affee3fc-b3c8-4696-b2d5-83d735e8507b,مواسير لحام PPR SDR6 PN20 م 4 مم 90,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
e11ed01b-b016-47b0-acf7-10bf99642694,مواسير لحام PPR SDR7.4 PN16 م 4 مم 110,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b49f7f65-a836-476b-8b66-a48db0bf1dba,مواسير لحام PPR SDR7.4 PN16 م 4 مم 160,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
155b1c38-5e26-47ae-98de-10e97819fefa,مواسير لحام PPR SDR7.4 PN16 م 4 مم 20,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cee1444b-77ed-4f45-b2a7-d04f68b09cdc,مواسير لحام PPR SDR7.4 PN16 م 4 مم 25,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
69d2096d-82d4-4e55-8659-190faf2ec420,مواسير لحام PPR SDR7.4 PN16 م 4 مم 32,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4068f8c0-c29c-490e-b6ce-2fc91c9c1dfa,مواسير لحام PPR SDR7.4 PN16 م 4 مم 40,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3e5be3b0-461c-4b56-806c-94b4597b237b,مواسير لحام PPR SDR7.4 PN16 م 4 مم 50,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
95860a0c-e29a-47ec-9b48-e6a53fa1f28e,مواسير لحام PPR SDR7.4 PN16 م 4 مم 63,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
293817cd-b1ca-4ffa-96c4-f6d6cf796cf9,مواسير لحام PPR SDR7.4 PN16 م 4 مم 75,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
0c1fa562-c6ff-40d1-96a2-156b2b725abf,مواسير لحام PPR SDR7.4 PN16 م 4 مم 90,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a4b7b2f9-df6b-4292-a9ac-d44a149a0a11,مواسير لحام PPRCTSDR11PN16 م 4 مم 160,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
3af213af-9fed-4202-be93-a3febb9e7a4e,واي فلتر بسوكت 1/2 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a531b653-8741-419d-8ca9-a9b02bb79d76,واي فلتر بسوكت 3/4 × 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2597b055-d041-43e2-9423-290e6a7a6f9f,واي فلتر بسوكت 3/4 × 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
e946a2e6-c8fa-44fe-b0eb-decac05ff32c,وصلة بسن خارجي 1*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
cee9f73b-f80d-4ce0-974b-5c6bee61550c,وصلة بسن خارجي 1*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
13fb57b7-e34a-4ad9-8751-a98f0dbd1dfe,وصلة بسن خارجي 1/2*20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
a8c161d1-9b04-4bc4-8e03-c9222d38d742,وصلة بسن خارجي 1/2*25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
545b469a-dbdc-4b24-b653-339f5d2a137f,وصلة بسن خارجي 1/2-1*50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
0ba80fa2-b250-4043-bd5c-56f224cae31e,وصلة بسن خارجي 1/2-1*50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
0a9fe948-4435-4b34-8e19-757d972787a9,وصلة بسن خارجي 1/2-2*75 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
6bef6e10-9104-49bb-b4a0-d70f50da8bcf,وصلة بسن خارجي 2*63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c97f99bb-2662-4404-9fa5-cd144ddf93f2,وصلة بسن خارجي 2*63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
7e36749c-b5d9-47a9-bc14-488fe06c938b,وصلة بسن خارجي 3*90 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
ca757cca-dd90-4e50-afed-f15f33c54e72,وصلة بسن خارجي 3/4*25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
fe98fd3c-3106-4918-ae63-2151f9eff0b6,وصلة بسن خارجي 4*110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
fd23723b-0682-4612-9ca1-c468904304d4,وصلة بسن خارجي 4/1-1*40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
bdf04f75-0917-4dfb-9b43-cb5d1aaf8c01,وصلة بسن خارجي 4/1-1*40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
92f1ffee-79c7-4b88-a46f-7cace889f73d,وصلة بسن خارجي 4/3*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
12363717-dd9f-458c-91a9-4cc2efbec555,وصلة بسن خارجي 4/3*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d381fb49-ad4a-4af9-bc71-ceac645c4630,وصلة بسن داخلي 1*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
e2637f45-9838-4a23-bfdc-2edd5635a7f1,وصلة بسن داخلي 1*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d0c422c2-b1f6-4e17-9309-f07746cba5ea,وصلة بسن داخلي 1/2*20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4ac398e7-2fd4-4e1f-9034-39e1ea343484,وصلة بسن داخلي 1/2*25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
d1868c81-1168-4e95-be05-5a28c5546275,وصلة بسن داخلي 1/2-1*50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
91b43f59-8598-4a05-9d30-3e7e02d8c75d,وصلة بسن داخلي 1/2-1*50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
782fbcfc-7633-4a10-808c-96dc2b66163b,وصلة بسن داخلي 1/2-2*75 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
14ee06d9-41c5-4d15-957f-4373892eaf71,وصلة بسن داخلي 2*63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
fd95946b-3ddc-4213-8122-ac9761acd9e1,وصلة بسن داخلي 2*63 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
66be6235-ae34-44e3-b21c-5e22d435a82d,وصلة بسن داخلي 3*90 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
70df2edb-8c1d-4cb6-9e20-7dc9582bfa99,وصلة بسن داخلي 3/4*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
be973bd5-d013-4e27-b07d-06144aefda54,وصلة بسن داخلي 3/4*32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4873279b-96da-43ab-9ab5-ee4e68af8889,وصلة بسن داخلي 4*110 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
82eeca29-d2a3-4371-8846-9104d9afdb8c,وصلة بسن داخلي 4/1-1*40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
84a945dc-878f-4099-8529-737b5d802b26,وصلة بسن داخلي 4/1-1*40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
28ae139c-eb24-4f0b-ae29-4608d7169833,وصلة بسن داخلي 4/3*25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
48012a2f-4150-4942-aaf5-1663131f24a1,وصلة لياكور بسن خارجي 2 × 50 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c39e9d34-b557-40c8-8d69-0478565898f6,وصلة لياكور بسن داخلي 2 × 50 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
9eb142a5-248b-4318-8a97-49addb6382ed,وصلة لياكور طويلة بسن خارجي 1 × 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
f702c22a-5828-47f4-b443-cd10eb71dade,وصلة لياكور طويلة بسن خارجي 1 × 32 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
b2896a39-df96-4179-9f97-8414e21bfed3,وصلة لياكور طويلة بسن خارجي 1/2 × 50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
4048b504-466c-4a60-aa25-fd480a68a024,وصلة لياكور طويلة بسن خارجي 2/1 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
04aa2790-dbc4-40be-801f-fa296ad22140,وصلة لياكور طويلة بسن خارجي 3/4 × 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
c7910388-8011-4ac0-935d-4a74543a12a6,وصلة لياكور طويلة بسن داخلي 1 × 32 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
2366504a-87ed-4daf-b4e2-a480237ae284,وصلة لياكور طويلة بسن داخلي 1 × 32 مم أسود,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
808533b1-f503-4d5b-9fdc-d2d4d236a156,وصلة لياكور طويلة بسن داخلي 1/2 × 50 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
daed4a53-0df7-44a1-914c-5d9356e77592,وصلة لياكور طويلة بسن داخلي 1/4 × 40 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
41b3865d-790d-49fb-a59e-1ed5c855f03c,وصلة لياكور طويلة بسن داخلي 2/1 × 20 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
9f8cd77e-089e-462d-80da-ba33d985185c,وصلة لياكور طويلة بسن داخلي 3/4 × 25 مم,مم,0e3dc801-94e4-4c20-8dcb-d5289f22ec11
